,_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latidude,Longitude
427,670adfd11d6415c0d0a942f5,Jogo de copos,utilidades domesticas,59.59,9.4149236158,2021-10-02,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
428,670adfd11d6415c0d0a942f6,Cubo mágico 8x8,brinquedos,19.82,0.0,2021-10-02,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
429,670adfd11d6415c0d0a942f7,Jogo de tabuleiro,brinquedos,174.39,6.8701819309,2021-10-02,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
430,670adfd11d6415c0d0a942f8,Mesa de centro,moveis,196.97,10.7711858434,2021-10-02,Thiago Silva,SC,4,cartao_credito,2,-27.45,-50.95
431,670adfd11d6415c0d0a942f9,Copo térmico,esporte e lazer,60.65,0.0,2021-10-02,Beatriz Moraes,RJ,1,cartao_credito,1,-22.25,-42.66
432,670adfd11d6415c0d0a942fa,Smartwatch,eletronicos,163.4,6.2849974932,2021-10-02,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
433,670adfd11d6415c0d0a942fb,Mesa de centro,moveis,216.49,12.4158563857,2022-10-02,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
434,670adfd11d6415c0d0a942fc,Copo térmico,esporte e lazer,69.25,4.3743663186,2022-10-02,João Souza,SP,5,boleto,1,-22.19,-48.79
435,670adfd11d6415c0d0a942fd,Xadrez de madeira,brinquedos,39.95,0.0,2022-10-02,Pedro Gomes,RS,5,cartao_credito,5,-30.17,-53.5
436,670adfd11d6415c0d0a942fe,Jogo de copos,utilidades domesticas,36.48,9.7444598711,2022-10-02,Isabella Pereira,PR,3,cartao_credito,8,-24.89,-51.55
437,670adfd11d6415c0d0a942ff,Dinossauro Rex,brinquedos,18.08,8.7607567169,2022-10-02,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
438,670adfd11d6415c0d0a94300,TV Led UHD 4K,eletronicos,3119.88,166.811236292,2022-10-02,Pedro Gomes,SP,3,boleto,1,-22.19,-48.79
439,670adfd11d6415c0d0a94301,Poltrona,moveis,374.09,17.5036061526,2022-10-02,Bianca Santos,RJ,5,boleto,1,-22.25,-42.66
440,670adfd11d6415c0d0a94303,Lavadora de roupas,eletrodomesticos,1776.57,95.4854230352,2021-11-02,Bruno Rodrigues,RJ,2,cartao_credito,5,-22.25,-42.66
441,670adfd11d6415c0d0a94304,Bola de vôlei,esporte e lazer,56.56,3.5427543698,2021-11-02,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
442,670adfd11d6415c0d0a94305,Headset,eletronicos,272.49,15.0403772652,2021-11-02,Thiago Silva,SP,5,cartao_credito,10,-22.19,-48.79
443,670adfd11d6415c0d0a94306,TV Led UHD 4K,eletronicos,3012.85,158.0096376973,2021-11-02,Bianca Santos,RJ,5,cupom,1,-22.25,-42.66
444,670adfd11d6415c0d0a94307,Bola de vôlei,esporte e lazer,76.05,4.3325596196,2021-11-02,Thiago Silva,MA,1,cartao_credito,3,-5.42,-45.44
445,670adfd11d6415c0d0a94308,Dinossauro Rex,brinquedos,25.41,1.6361319652,2021-11-02,Larissa Alves,DF,5,cartao_credito,1,-15.83,-47.86
446,670adfd11d6415c0d0a94309,Poltrona,moveis,272.83,12.1118157836,2021-11-02,Mariana Ferreira,MG,5,cartao_credito,8,-18.1,-44.38
447,670adfd11d6415c0d0a9430a,Carrinho controle remoto,brinquedos,112.75,6.5347028276,2021-11-02,Pedro Gomes,RJ,5,cartao_credito,1,-22.25,-42.66
448,670adfd11d6415c0d0a9430b,Jogo de tabuleiro,brinquedos,159.9,8.797319865,2022-11-02,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
449,670adfd11d6415c0d0a9430c,Smart TV,eletronicos,2194.45,117.1309866172,2022-11-02,Rafael Costa,SP,2,cartao_credito,2,-22.19,-48.79
450,670adfd11d6415c0d0a9430d,Jogo de tabuleiro,brinquedos,326.98,14.9951403785,2022-11-02,Thiago Silva,RS,4,cartao_credito,4,-30.17,-53.5
451,670adfd11d6415c0d0a9430e,Celular Plus X42,eletronicos,3327.62,174.7701932421,2022-11-02,Rafael Costa,SP,4,cartao_credito,3,-22.19,-48.79
452,670adfd11d6415c0d0a9430f,Corda de pular,esporte e lazer,34.21,2.1047054912,2022-11-02,Pedro Gomes,RS,5,cartao_credito,5,-30.17,-53.5
453,670adfd11d6415c0d0a94310,Bicicleta,esporte e lazer,338.01,24.2399510161,2022-11-02,Rafael Costa,TO,5,cartao_credito,6,-9.46,-48.26
454,670adfd11d6415c0d0a94311,Cubo mágico 8x8,brinquedos,14.0,9.8398442473,2022-11-02,Rafael Costa,MG,5,cupom,1,-18.1,-44.38
455,670adfd11d6415c0d0a94312,Blocos de montar,brinquedos,37.09,2.5060354434,2022-11-02,Pedro Gomes,DF,5,boleto,1,-15.83,-47.86
456,670adfd11d6415c0d0a94313,Modelagem preditiva,livros,75.75,1.6178986798,2022-11-02,Felipe Santos,RJ,5,cartao_credito,2,-22.25,-42.66
457,670adfd11d6415c0d0a94317,Guitarra,instrumentos musicais,1111.4,59.4618323689,2021-12-02,Camila Ribeiro,MS,2,boleto,1,-20.51,-54.54
458,670adfd11d6415c0d0a94318,Violão,instrumentos musicais,585.2,32.5592548287,2021-12-02,Thiago Silva,MG,4,cartao_credito,3,-18.1,-44.38
459,670adfd11d6415c0d0a94319,Panela de pressão,utilidades domesticas,77.3,10.4956068156,2021-12-02,Thiago Silva,MG,4,cartao_credito,1,-18.1,-44.38
460,670adfd11d6415c0d0a9431a,Assistente virtual,eletronicos,250.12,13.6069143503,2021-12-02,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
461,670adfd11d6415c0d0a9431b,Secadora de roupas,eletrodomesticos,1016.99,54.4347838922,2021-12-02,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
462,670adfd11d6415c0d0a9431c,Bateria,instrumentos musicais,1336.02,68.7234847789,2021-12-02,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
463,670adfd11d6415c0d0a9431d,Guarda roupas,moveis,668.91,35.9005710574,2021-12-02,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
464,670adfd11d6415c0d0a9431e,Jogo de panelas,utilidades domesticas,216.97,12.0841042918,2021-12-02,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
465,670adfd11d6415c0d0a9431f,Secadora de roupas,eletrodomesticos,1837.87,98.1441743538,2021-12-02,Beatriz Moraes,PR,1,cartao_credito,10,-24.89,-51.55
466,670adfd11d6415c0d0a94320,Lavadora de roupas,eletrodomesticos,2072.6,107.9441538489,2021-12-02,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
467,670adfd11d6415c0d0a94321,Lava louças,eletrodomesticos,2030.0,105.6758320069,2021-12-02,Camila Ribeiro,MG,1,cartao_credito,2,-18.1,-44.38
468,670adfd11d6415c0d0a94322,Faqueiro,utilidades domesticas,62.27,0.0,2022-12-02,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
469,670adfd11d6415c0d0a94323,Cama king,moveis,1295.57,66.5696439688,2022-12-02,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
470,670adfd11d6415c0d0a94324,Cubo mágico 8x8,brinquedos,29.97,4.7596286609,2022-12-02,Larissa Alves,PR,1,cartao_credito,7,-24.89,-51.55
471,670adfd11d6415c0d0a94325,Fogão,eletrodomesticos,1319.48,70.7894449966,2022-12-02,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
472,670adfd11d6415c0d0a94326,Kit banquetas,moveis,404.77,24.7166011112,2022-12-02,Larissa Alves,PE,5,cartao_credito,6,-8.38,-37.86
473,670adfd11d6415c0d0a94327,Mochila,esporte e lazer,114.86,3.7003885211,2022-12-02,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
474,670adfd11d6415c0d0a94328,Bola de vôlei,esporte e lazer,50.72,3.2317919389,2022-12-02,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
475,670adfd11d6415c0d0a9433a,Cama box,moveis,661.47,32.8057265976,2021-01-03,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
476,670adfd11d6415c0d0a9433b,Copo térmico,esporte e lazer,51.77,3.0453735671,2021-01-03,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
477,670adfd11d6415c0d0a9433c,Smart TV,eletronicos,1561.39,80.7237592749,2021-01-03,João Souza,PE,5,cartao_credito,8,-8.38,-37.86
478,670adfd11d6415c0d0a9433d,Bicicleta,esporte e lazer,451.61,21.6313129412,2021-01-03,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
479,670adfd11d6415c0d0a9433e,Dashboards com Power BI,livros,40.3,2.6721187509,2021-01-03,Pedro Gomes,SP,2,cartao_credito,4,-22.19,-48.79
480,670adfd11d6415c0d0a9433f,Guitarra,instrumentos musicais,1127.27,60.9121513918,2021-01-03,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
481,670adfd11d6415c0d0a94340,TV Led UHD 4K,eletronicos,3695.19,206.338694411,2021-01-03,Camila Ribeiro,MG,3,cartao_credito,3,-18.1,-44.38
482,670adfd11d6415c0d0a94341,Poltrona,moveis,365.32,31.0982191736,2021-01-03,Felipe Santos,GO,5,cartao_credito,1,-15.98,-49.86
483,670adfd11d6415c0d0a94342,Ciência de dados com python,livros,62.53,3.6126602932,2021-01-03,Thiago Silva,PR,4,cartao_credito,1,-24.89,-51.55
484,670adfd11d6415c0d0a94343,Tablet ABXY,eletronicos,1886.81,100.998060739,2021-01-03,Bianca Santos,BA,4,cartao_credito,8,-13.29,-41.71
485,670adfd11d6415c0d0a94344,Cama box,moveis,854.27,45.7704334197,2021-01-03,Camila Ribeiro,BA,5,cartao_credito,1,-13.29,-41.71
486,670adfd11d6415c0d0a94345,Ciência de dados com python,livros,95.35,5.3602265574,2021-01-03,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
487,670adfd11d6415c0d0a94346,Assistente virtual,eletronicos,392.14,18.464714351,2021-01-03,Thiago Silva,RS,5,cartao_credito,6,-30.17,-53.5
488,670adfd11d6415c0d0a94347,Celular ABXY,eletronicos,1734.16,98.5807383333,2021-01-03,João Souza,ES,4,cartao_credito,4,-19.19,-40.34
489,670adfd11d6415c0d0a94348,Impressora,eletronicos,338.71,15.61972759,2022-01-03,Lucas Oliveira,SP,2,cartao_credito,3,-22.19,-48.79
490,670adfd11d6415c0d0a94349,Smart TV,eletronicos,1686.37,87.3785682846,2022-01-03,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
491,670adfd11d6415c0d0a9434a,Smart TV,eletronicos,1888.31,101.4352418762,2022-01-03,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
492,670adfd11d6415c0d0a9434b,Poltrona,moveis,370.07,17.2895532464,2022-01-03,Felipe Santos,PR,1,cartao_credito,1,-24.89,-51.55
493,670adfd11d6415c0d0a9434c,Xadrez de madeira,brinquedos,34.67,2.3723381882,2022-01-03,Pedro Gomes,PR,2,cartao_credito,3,-24.89,-51.55
494,670adfd11d6415c0d0a9434d,Bateria,instrumentos musicais,1360.16,72.9555326148,2022-01-03,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
495,670adfd11d6415c0d0a9434e,Bola de basquete,esporte e lazer,55.28,9.3231080606,2023-01-03,Isabella Pereira,MG,3,cartao_credito,5,-18.1,-44.38
496,670adfd11d6415c0d0a9434f,Ciência de dados com python,livros,98.61,2.8351249077,2023-01-03,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
497,670adfd11d6415c0d0a94350,Bateria,instrumentos musicais,891.3,48.1460557603,2023-01-03,Rafael Costa,PR,5,cartao_credito,2,-24.89,-51.55
498,670adfd11d6415c0d0a94351,Jogo de tabuleiro,brinquedos,334.2,18.0782705002,2023-01-03,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
499,670adfd11d6415c0d0a94352,Cama king,moveis,1199.88,64.1731261853,2023-01-03,Bianca Santos,SP,5,cartao_credito,5,-22.19,-48.79
500,670adfd11d6415c0d0a94353,Jogo de tabuleiro,brinquedos,312.76,14.237968158,2023-01-03,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
501,670adfd11d6415c0d0a94354,Bola de basquete,esporte e lazer,90.22,14.6612367077,2023-01-03,Bruno Rodrigues,GO,1,boleto,1,-15.98,-49.86
502,670adfd11d6415c0d0a94355,Violão,instrumentos musicais,403.38,22.0098759952,2023-01-03,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
503,670adfd11d6415c0d0a94356,Jogo de tabuleiro,brinquedos,339.4,18.9604441228,2023-01-03,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
504,670adfd11d6415c0d0a94357,Micro-ondas,eletrodomesticos,502.66,24.3495718622,2023-01-03,Felipe Santos,RJ,1,cartao_credito,8,-22.25,-42.66
505,670adfd11d6415c0d0a94358,Boneca bebê,brinquedos,73.8,4.4607325049,2023-01-03,Bruno Rodrigues,DF,5,cartao_credito,2,-15.83,-47.86
506,670adfd11d6415c0d0a94359,Cadeira de escritório,moveis,361.92,16.8555902649,2023-01-03,Bruno Rodrigues,RS,5,cartao_credito,3,-30.17,-53.5
507,670adfd11d6415c0d0a9435f,Dinossauro Rex,brinquedos,19.84,1.9962681454,2021-02-03,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
508,670adfd11d6415c0d0a94360,Boneca bebê,brinquedos,57.26,0.0,2021-02-03,Bianca Santos,PR,5,boleto,1,-24.89,-51.55
509,670adfd11d6415c0d0a94361,Lava louças,eletrodomesticos,1951.94,104.8233479515,2021-02-03,Rafael Costa,MT,5,cartao_credito,1,-12.64,-55.42
510,670adfd11d6415c0d0a94362,Ciência de dados com python,livros,73.59,1.502885178,2021-02-03,Juliana Costa,RS,5,cartao_credito,8,-30.17,-53.5
511,670adfd11d6415c0d0a94363,Celular ABXY,eletronicos,1780.83,95.3549445696,2022-02-03,Bruno Rodrigues,PA,5,boleto,1,-3.79,-52.48
512,670adfd11d6415c0d0a94364,Poltrona,moveis,265.96,14.4503466972,2022-02-03,Bruno Rodrigues,SC,5,cartao_credito,8,-27.45,-50.95
513,670adfd11d6415c0d0a94365,Cadeira de escritório,moveis,329.08,17.8056459032,2022-02-03,Thiago Silva,MG,4,cartao_credito,1,-18.1,-44.38
514,670adfd11d6415c0d0a94366,Corda de pular,esporte e lazer,12.15,1.3339630985,2022-02-03,Rafael Costa,MT,4,cartao_credito,10,-12.64,-55.42
515,670adfd11d6415c0d0a94367,Cadeira de escritório,moveis,321.65,14.7113339133,2022-02-03,João Souza,RS,5,cartao_credito,10,-30.17,-53.5
516,670adfd11d6415c0d0a94368,Dashboards com Power BI,livros,51.19,0.0,2022-02-03,Lucas Oliveira,SP,1,cartao_credito,18,-22.19,-48.79
517,670adfd11d6415c0d0a94369,Cama box,moveis,558.86,31.1567290701,2022-02-03,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
518,670adfd11d6415c0d0a9436a,Carrinho controle remoto,brinquedos,74.25,1.5380281924,2022-02-03,Pedro Gomes,SP,5,cartao_credito,4,-22.19,-48.79
519,670adfd11d6415c0d0a9436b,Smart TV,eletronicos,2032.19,105.7924429185,2023-02-03,Rafael Costa,MG,5,cupom,1,-18.1,-44.38
520,670adfd11d6415c0d0a9436c,Bola de vôlei,esporte e lazer,72.33,4.1344808109,2023-02-03,Lucas Oliveira,RS,4,cartao_credito,1,-30.17,-53.5
521,670adfd11d6415c0d0a9436d,TV Led UHD 4K,eletronicos,3408.33,179.0677579338,2023-02-03,Bruno Rodrigues,MG,4,boleto,1,-18.1,-44.38
522,670adfd11d6415c0d0a9436e,Sofá retrátil,moveis,903.13,49.0288033525,2023-02-03,Mariana Ferreira,CE,5,cartao_credito,1,-5.2,-39.53
523,670adfd11d6415c0d0a9436f,Guarda roupas,moveis,677.41,33.6544836436,2023-02-03,Camila Ribeiro,RJ,5,cartao_credito,3,-22.25,-42.66
524,670adfd11d6415c0d0a94370,Corda de pular,esporte e lazer,33.09,0.0,2023-02-03,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
525,670adfd11d6415c0d0a94371,Faqueiro,utilidades domesticas,62.87,0.0,2023-02-03,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
526,670adfd11d6415c0d0a94372,Jogo de panelas,utilidades domesticas,274.33,12.191686271,2023-02-03,Lucas Oliveira,SP,1,cartao_credito,5,-22.19,-48.79
527,670adfd11d6415c0d0a94373,Ciência de dados com python,livros,81.21,1.9086272539,2023-02-03,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
528,670adfd11d6415c0d0a94378,Guitarra,instrumentos musicais,1063.65,58.035277958,2021-03-03,Bianca Santos,RJ,1,boleto,1,-22.25,-42.66
529,670adfd11d6415c0d0a94379,Geladeira,eletrodomesticos,3245.3,170.3869008939,2021-03-03,Larissa Alves,GO,5,cartao_credito,5,-15.98,-49.86
530,670adfd11d6415c0d0a9437a,Copo térmico,esporte e lazer,54.55,9.9909264625,2021-03-03,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
531,670adfd11d6415c0d0a9437b,Impressora,eletronicos,385.29,23.6793497149,2021-03-03,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
532,670adfd11d6415c0d0a9437c,Iniciando em programação,livros,56.74,3.3043602119,2021-03-03,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
533,670adfd11d6415c0d0a9437d,Copo térmico,esporte e lazer,73.73,1.5103397568,2021-03-03,Bianca Santos,RS,4,boleto,1,-30.17,-53.5
534,670adfd11d6415c0d0a9437e,Carrinho controle remoto,brinquedos,89.51,5.2972427429,2021-03-03,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
535,670adfd11d6415c0d0a9437f,Cadeira de escritório,moveis,346.18,18.721820363,2021-03-03,Bianca Santos,MG,1,cartao_credito,3,-18.1,-44.38
536,670adfd11d6415c0d0a94380,Bola de vôlei,esporte e lazer,65.04,1.0476233998,2022-03-03,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
537,670adfd11d6415c0d0a94381,Impressora,eletronicos,496.34,27.3170269839,2022-03-03,Thiago Silva,PR,4,boleto,1,-24.89,-51.55
538,670adfd11d6415c0d0a94382,Cubo mágico 8x8,brinquedos,21.35,1.8238354211,2022-03-03,Juliana Costa,BA,4,cartao_credito,1,-13.29,-41.71
539,670adfd11d6415c0d0a94383,Assistente virtual,eletronicos,311.28,17.4631387191,2022-03-03,Rafael Costa,SC,5,cupom,1,-27.45,-50.95
540,670adfd11d6415c0d0a94384,Headset,eletronicos,325.44,14.9131400115,2022-03-03,Thiago Silva,MT,4,cartao_credito,6,-12.64,-55.42
541,670adfd11d6415c0d0a94385,Smart TV,eletronicos,1924.92,100.0806381299,2022-03-03,Rafael Costa,RS,5,boleto,1,-30.17,-53.5
542,670adfd11d6415c0d0a94386,Corda de pular,esporte e lazer,24.41,9.3774069581,2022-03-03,Bruno Rodrigues,RO,5,cartao_credito,2,-10.83,-63.34
543,670adfd11d6415c0d0a94387,Lavadora de roupas,eletrodomesticos,1826.26,94.8272899391,2022-03-03,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
544,670adfd11d6415c0d0a94388,Bola de basquete,esporte e lazer,90.72,7.9943834004,2022-03-03,Felipe Santos,AL,4,boleto,1,-9.62,-36.82
545,670adfd11d6415c0d0a94389,Mochila,esporte e lazer,116.21,3.7722719598,2022-03-03,João Souza,RJ,4,cartao_credito,2,-22.25,-42.66
546,670adfd11d6415c0d0a9438a,Bicicleta,esporte e lazer,585.85,40.2891363917,2022-03-03,João Souza,TO,5,boleto,1,-9.46,-48.26
547,670adfd11d6415c0d0a9438b,Celular Plus X42,eletronicos,3367.25,179.9829446032,2023-03-03,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
548,670adfd11d6415c0d0a9438c,Bola de vôlei,esporte e lazer,59.81,0.0,2023-03-03,Pedro Gomes,BA,5,cartao_credito,8,-13.29,-41.71
549,670adfd11d6415c0d0a9438d,Cômoda,moveis,317.9,14.5116576949,2023-03-03,Juliana Costa,PR,4,cartao_credito,1,-24.89,-51.55
550,670adfd11d6415c0d0a9438e,Copo térmico,esporte e lazer,87.05,2.2195896848,2023-03-03,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
551,670adfd11d6415c0d0a9438f,Pandeiro,instrumentos musicais,103.51,5.7947220089,2023-03-03,Bianca Santos,MG,3,cartao_credito,1,-18.1,-44.38
552,670adfd11d6415c0d0a94390,Iniciando em programação,livros,42.69,0.0,2023-03-03,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
553,670adfd11d6415c0d0a94391,Guarda roupas,moveis,677.81,36.622447899,2023-03-03,Pedro Gomes,MG,5,boleto,1,-18.1,-44.38
554,670adfd11d6415c0d0a94392,Lava louças,eletrodomesticos,1691.92,90.6207545467,2023-03-03,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
555,670adfd11d6415c0d0a94393,Guitarra,instrumentos musicais,826.53,47.1740522869,2023-03-03,Thiago Silva,SC,5,boleto,1,-27.45,-50.95
556,670adfd11d6415c0d0a94394,Lava louças,eletrodomesticos,1387.43,71.4609126168,2023-03-03,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
557,670adfd11d6415c0d0a94395,Smartwatch,eletronicos,230.23,12.5478316874,2023-03-03,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
558,670adfd11d6415c0d0a94396,Headset,eletronicos,182.5,7.3020150327,2023-03-03,Mariana Ferreira,RJ,1,cartao_credito,5,-22.25,-42.66
559,670adfd11d6415c0d0a943a4,Pandeiro,instrumentos musicais,78.74,1.7771071847,2021-04-03,João Souza,RS,5,cartao_credito,4,-30.17,-53.5
560,670adfd11d6415c0d0a943a5,Bola de basquete,esporte e lazer,61.44,6.4353114864,2021-04-03,Thiago Silva,PR,5,cartao_credito,5,-24.89,-51.55
561,670adfd11d6415c0d0a943a6,Jogo de copos,utilidades domesticas,57.53,0.0,2021-04-03,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
562,670adfd11d6415c0d0a943a7,Boneca bebê,brinquedos,58.73,3.6583003416,2021-04-03,Thiago Silva,RJ,5,cartao_credito,3,-22.25,-42.66
563,670adfd11d6415c0d0a943a8,Jogo de copos,utilidades domesticas,49.7,3.1774800075,2021-04-03,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
564,670adfd11d6415c0d0a943a9,Jogo de copos,utilidades domesticas,59.02,0.0,2021-04-03,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
565,670adfd11d6415c0d0a943aa,Dashboards com Power BI,livros,58.7,3.4087243154,2021-04-03,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
566,670adfd11d6415c0d0a943ab,Bateria,instrumentos musicais,1320.98,67.9226500253,2022-04-03,Larissa Alves,RJ,4,cupom,1,-22.25,-42.66
567,670adfd11d6415c0d0a943ac,Cubo mágico 8x8,brinquedos,19.81,0.0,2022-04-03,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
568,670adfd11d6415c0d0a943ad,Micro-ondas,eletrodomesticos,1042.71,58.6849869301,2022-04-03,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
569,670adfd11d6415c0d0a943ae,Cubo mágico 8x8,brinquedos,25.5,0.0,2022-04-03,Beatriz Moraes,MG,1,cartao_credito,4,-18.1,-44.38
570,670adfd11d6415c0d0a943af,Mesa de jantar,moveis,280.42,12.5159604498,2022-04-03,Beatriz Moraes,SP,3,cartao_credito,1,-22.19,-48.79
571,670adfd11d6415c0d0a943b0,Panela de pressão,utilidades domesticas,105.08,3.1796329433,2022-04-03,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
572,670adfd11d6415c0d0a943b1,Faqueiro,utilidades domesticas,62.73,14.9862119864,2022-04-03,Felipe Santos,ES,4,cartao_credito,1,-19.19,-40.34
573,670adfd11d6415c0d0a943b9,Blocos de montar,brinquedos,34.3,0.0,2021-05-03,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
574,670adfd11d6415c0d0a943ba,Cama box,moveis,726.87,46.5016918905,2021-05-03,Bruno Rodrigues,SP,5,cartao_credito,7,-22.19,-48.79
575,670adfd11d6415c0d0a943bb,Bateria,instrumentos musicais,930.98,47.1563233027,2021-05-03,Thiago Silva,SC,4,cartao_credito,4,-27.45,-50.95
576,670adfd11d6415c0d0a943bc,Faqueiro,utilidades domesticas,59.52,0.0,2021-05-03,Pedro Gomes,MT,3,cartao_credito,5,-12.64,-55.42
577,670adfd11d6415c0d0a943bd,Micro-ondas,eletrodomesticos,1009.99,54.6673442173,2022-05-03,João Souza,RS,4,boleto,1,-30.17,-53.5
578,670adfd11d6415c0d0a943be,Cama box,moveis,533.8,29.3116592891,2022-05-03,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
579,670adfd11d6415c0d0a943bf,Faqueiro,utilidades domesticas,44.73,0.0,2022-05-03,Felipe Santos,RJ,5,boleto,1,-22.25,-42.66
580,670adfd11d6415c0d0a943c0,Bola de vôlei,esporte e lazer,78.53,1.7659253164,2022-05-03,Pedro Gomes,RJ,2,boleto,1,-22.25,-42.66
581,670adfd11d6415c0d0a943c1,Mesa de jantar,moveis,372.39,20.3597517257,2022-05-03,Isabella Pereira,SP,2,cartao_credito,6,-22.19,-48.79
582,670adfd11d6415c0d0a943c2,Jogo de panelas,utilidades domesticas,222.84,12.3966641324,2022-05-03,Thiago Silva,SP,4,cartao_credito,3,-22.19,-48.79
583,670adfd11d6415c0d0a943c3,Corda de pular,esporte e lazer,19.97,0.0,2022-05-03,João Souza,SP,4,cartao_credito,5,-22.19,-48.79
584,670adfd11d6415c0d0a943c4,Bateria,instrumentos musicais,952.32,51.6480228691,2022-05-03,Beatriz Moraes,MG,5,cartao_credito,4,-18.1,-44.38
585,670adfd11d6415c0d0a943c5,Copo térmico,esporte e lazer,48.99,3.1396746434,2022-05-03,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
586,670adfd11d6415c0d0a943cd,Guarda roupas,moveis,612.74,30.2110006971,2021-06-03,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
587,670adfd11d6415c0d0a943ce,Modelagem preditiva,livros,63.34,3.9037689728,2021-06-03,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
588,670adfd11d6415c0d0a943cf,Cômoda,moveis,389.74,18.3369215711,2021-06-03,Beatriz Moraes,DF,1,cartao_credito,1,-15.83,-47.86
589,670adfd11d6415c0d0a943d0,Celular Plus X42,eletronicos,2204.56,118.2746029685,2021-06-03,Thiago Silva,RJ,4,cartao_credito,4,-22.25,-42.66
590,670adfd11d6415c0d0a943d1,Cômoda,moveis,346.5,18.9811871132,2021-06-03,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
591,670adfd11d6415c0d0a943d2,Guarda roupas,moveis,604.0,33.0495980992,2022-06-03,Lucas Oliveira,SP,1,cartao_credito,1,-22.19,-48.79
592,670adfd11d6415c0d0a943d3,Bola de basquete,esporte e lazer,82.79,1.9927575006,2022-06-03,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
593,670adfd11d6415c0d0a943d4,Mochila,esporte e lazer,119.08,3.9250908257,2022-06-03,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
